time,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2)
2022-08-16 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.85,0.0
2022-08-16 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.68,8.83
2022-08-16 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.72,90.65
2022-08-16 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.2,215.32
2022-08-16 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.76,350.04
2022-08-16 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.51,482.06
2022-08-16 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.75,556.55
2022-08-16 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.53,633.45
2022-08-16 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.7,644.71
2022-08-16 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.74,404.58
2022-08-16 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.39,377.64
2022-08-16 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.22,346.9
2022-08-16 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.77,275.04
2022-08-16 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.59,207.17
2022-08-16 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.36,87.97
2022-08-16 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.76,18.77
2022-08-16 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.55,0.0
2022-08-16 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.91,0.0
2022-08-16 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.3,0.0
2022-08-16 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.46,0.0
2022-08-16 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.94,0.0
2022-08-17 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.38,0.0
2022-08-17 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.39,0.0
2022-08-17 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.01,0.0
2022-08-17 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.55,0.0
2022-08-17 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.54,7.84
2022-08-17 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.06,87.21
2022-08-17 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.04,218.18
2022-08-17 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.96,312.28
2022-08-17 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.49,413.86
2022-08-17 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.53,396.53
2022-08-17 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.76,446.17
2022-08-17 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.9,639.38
2022-08-17 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.41,560.81
2022-08-17 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.43,490.08
2022-08-17 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.81,447.51
2022-08-17 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.08,378.53
2022-08-17 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.31,252.58
2022-08-17 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.77,111.58
2022-08-17 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.47,23.54
2022-08-17 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.01,0.0
2022-08-17 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.73,0.0
2022-08-17 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.12,0.0
2022-08-17 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.27,0.0
2022-08-17 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.72,0.0
2022-08-18 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.76,0.0
2022-08-18 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.89,0.0
2022-08-18 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.47,0.0
2022-08-18 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.49,0.0
2022-08-18 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,16.7,7.02
2022-08-18 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.99,82.67
2022-08-18 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.69,218.4
2022-08-18 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.01,371.43
2022-08-18 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.55,507.88
2022-08-18 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.68,613.68
2022-08-18 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.78,667.92
2022-08-18 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.41,674.78
2022-08-18 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.72,554.29
2022-08-18 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.02,573.36
2022-08-18 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.36,510.5
2022-08-18 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.4,359.47
2022-08-18 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.99,253.94
2022-08-18 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.4,118.97
2022-08-18 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.82,21.01
2022-08-18 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.97,0.0
2022-08-18 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.0,0.0
2022-08-18 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.48,0.0
2022-08-18 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.98,0.0
2022-08-18 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.61,0.0
2022-08-19 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.16,0.0
2022-08-19 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.72,0.0
2022-08-19 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.37,0.0
2022-08-19 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.23,0.0
2022-08-19 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.32,6.44
2022-08-19 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.18,83.74
2022-08-19 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.48,216.74
2022-08-19 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.33,364.65
2022-08-19 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.28,438.39
2022-08-19 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.51,576.62
2022-08-19 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.82,677.02
2022-08-19 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.64,706.47
2022-08-19 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,31.46,706.3
2022-08-19 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,32.07,645.51
2022-08-19 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,32.52,542.5
2022-08-19 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,32.37,386.72
2022-08-19 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.82,169.49
2022-08-19 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.96,50.03
2022-08-19 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.06,12.84
2022-08-19 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.87,0.0
2022-08-19 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.16,0.0
2022-08-19 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.23,0.0
2022-08-19 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.65,0.0
2022-08-19 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.03,0.0
2022-08-20 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.31,0.0
2022-08-20 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.44,0.0
2022-08-20 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.0,0.0
2022-08-20 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.52,0.0
2022-08-20 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.46,4.79
2022-08-20 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.07,60.38
2022-08-20 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.07,180.8
2022-08-20 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.33,162.08
2022-08-20 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.21,310.76
2022-08-20 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.89,463.27
2022-08-20 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.43,504.84
2022-08-20 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.45,576.57
2022-08-20 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.08,630.06
2022-08-20 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.25,575.01
2022-08-20 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.12,472.45
2022-08-20 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.71,341.67
2022-08-20 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.01,239.85
2022-08-20 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.1,107.26
2022-08-20 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.75,17.96
2022-08-20 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.93,0.0
2022-08-20 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.16,0.0
2022-08-20 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.25,0.0
2022-08-20 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.77,0.0
2022-08-20 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.17,0.0
2022-08-21 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.81,0.0
2022-08-21 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.21,0.0
2022-08-21 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.09,0.0
2022-08-21 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.75,0.0
2022-08-21 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.42,4.01
2022-08-21 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.03,70.98
2022-08-21 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.08,203.44
2022-08-21 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.07,317.53
2022-08-21 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.79,363.44
2022-08-21 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.76,510.43
2022-08-21 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.07,568.86
2022-08-21 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.66,543.01
2022-08-21 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.24,530.95
2022-08-21 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.09,453.02
2022-08-21 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.92,394.31
2022-08-21 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.4,248.63
2022-08-21 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.75,171.48
2022-08-21 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.53,55.23
2022-08-21 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.4,7.06
2022-08-21 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.6,0.0
2022-08-21 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.88,0.0
2022-08-21 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.54,0.0
2022-08-21 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.7,0.0
2022-08-21 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.61,0.0
2022-08-22 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.33,0.0
2022-08-22 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.15,0.0
2022-08-22 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.26,0.0
2022-08-22 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.37,0.0
2022-08-22 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.33,2.31
2022-08-22 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.63,25.76
2022-08-22 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.19,63.98
2022-08-22 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.86,241.18
2022-08-22 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.27,233.53
2022-08-22 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.65,213.57
2022-08-22 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.52,223.73
2022-08-22 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.19,366.59
2022-08-22 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.61,304.36
2022-08-22 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.37,413.96
2022-08-22 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.49,344.9
2022-08-22 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.43,244.6
2022-08-22 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.26,170.76
2022-08-22 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.67,91.45
2022-08-22 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.86,13.77
2022-08-22 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.54,0.0
2022-08-22 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.01,0.0
2022-08-22 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.67,0.0
2022-08-22 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.97,0.0
2022-08-22 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.0,0.0
2022-08-23 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.7,0.0
2022-08-23 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.52,0.0
2022-08-23 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.2,0.0
2022-08-23 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.11,0.0
2022-08-23 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.0,3.25
2022-08-23 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.05,62.39
2022-08-23 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.19,146.09
2022-08-23 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.19,262.96
2022-08-23 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.92,408.55
2022-08-23 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.37,537.43
2022-08-23 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.56,651.03
2022-08-23 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.39,639.77
2022-08-23 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.96,609.29
2022-08-23 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.95,539.86
2022-08-23 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.32,411.35
2022-08-23 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.73,308.68
2022-08-23 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.33,190.02
2022-08-23 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.62,83.96
2022-08-23 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.4,11.3
2022-08-23 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.89,0.0
2022-08-23 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.25,0.0
2022-08-23 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.28,0.0
2022-08-23 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.66,0.0
2022-08-23 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.86,0.0
2022-08-24 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.52,0.0
2022-08-24 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.96,0.0
2022-08-24 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.7,0.0
2022-08-24 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.44,0.0
2022-08-24 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.51,2.98
2022-08-24 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.98,70.67
2022-08-24 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.72,203.69
2022-08-24 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.67,289.73
2022-08-24 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.71,419.77
2022-08-24 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.46,453.51
2022-08-24 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.12,610.61
2022-08-24 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.93,662.49
2022-08-24 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.67,619.03
2022-08-24 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.75,510.41
2022-08-24 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.09,451.87
2022-08-24 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.66,322.61
2022-08-24 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.45,198.52
2022-08-24 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.33,95.53
2022-08-24 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.9,11.01
2022-08-24 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.7,0.0
2022-08-24 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.2,0.0
2022-08-24 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.24,0.0
2022-08-24 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.15,0.0
2022-08-24 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.88,0.0
2022-08-25 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.66,0.0
2022-08-25 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.46,0.0
2022-08-25 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.52,0.0
2022-08-25 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.97,0.0
2022-08-25 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.75,2.55
2022-08-25 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.86,64.58
2022-08-25 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.33,168.25
2022-08-25 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.06,321.13
2022-08-25 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.2,433.61
2022-08-25 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.87,530.07
2022-08-25 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.01,666.65
2022-08-25 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.13,695.23
2022-08-25 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.93,692.25
2022-08-25 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,31.45,630.35
2022-08-25 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,31.42,523.23
2022-08-25 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.99,387.56
2022-08-25 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.71,241.27
2022-08-25 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.22,100.9
2022-08-25 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.06,10.39
2022-08-25 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.19,0.0
2022-08-25 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.54,0.0
2022-08-25 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.28,0.0
2022-08-25 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.94,0.0
2022-08-25 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.12,0.0
2022-08-26 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.1,0.0
2022-08-26 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,16.8,0.0
2022-08-26 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,16.35,0.0
2022-08-26 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,15.64,0.0
2022-08-26 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,15.11,2.2
2022-08-26 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.89,70.07
2022-08-26 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.5,204.8
2022-08-26 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.84,354.06
2022-08-26 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.45,488.99
2022-08-26 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.35,559.47
2022-08-26 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.56,510.11
2022-08-26 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.72,689.53
2022-08-26 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.38,624.59
2022-08-26 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.71,588.49
2022-08-26 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.46,389.18
2022-08-26 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.31,284.11
2022-08-26 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.14,148.7
2022-08-26 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.82,73.22
2022-08-26 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,24.24,7.22
2022-08-26 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.49,0.0
2022-08-26 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.63,0.0
2022-08-26 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.68,0.0
2022-08-26 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.66,0.0
2022-08-26 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.2,0.0
2022-08-27 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.75,0.0
2022-08-27 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.94,0.0
2022-08-27 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,16.88,0.0
2022-08-27 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,16.06,0.0
2022-08-27 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,15.61,1.69
2022-08-27 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.75,65.91
2022-08-27 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.24,198.69
2022-08-27 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.6,334.03
2022-08-27 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.1,461.81
2022-08-27 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.9,596.37
2022-08-27 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.76,672.02
2022-08-27 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.82,709.74
2022-08-27 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.32,695.87
2022-08-27 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.62,625.59
2022-08-27 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.48,504.41
2022-08-27 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.11,379.68
2022-08-27 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.02,227.33
2022-08-27 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.24,90.71
2022-08-27 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.23,7.68
2022-08-27 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,21.64,0.0
2022-08-27 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.02,0.0
2022-08-27 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.93,0.0
2022-08-27 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,17.96,0.0
2022-08-27 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,16.97,0.0
2022-08-28 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,15.98,0.0
2022-08-28 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,15.51,0.0
2022-08-28 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,15.2,0.0
2022-08-28 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,14.28,0.0
2022-08-28 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,13.89,1.38
2022-08-28 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,16.16,63.38
2022-08-28 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.25,196.65
2022-08-28 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.09,345.11
2022-08-28 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,25.07,484.38
2022-08-28 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.05,596.62
2022-08-28 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.98,640.97
2022-08-28 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.24,671.87
2022-08-28 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,30.55,471.44
2022-08-28 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,29.8,375.46
2022-08-28 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,28.71,284.91
2022-08-28 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,27.64,191.79
2022-08-28 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,26.07,123.86
2022-08-28 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,23.91,58.16
2022-08-28 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,22.03,4.82
2022-08-28 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,20.8,0.0
2022-08-28 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.67,0.0
2022-08-28 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.58,0.0
2022-08-28 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.05,0.0
2022-08-28 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.19,0.0
2022-08-29 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.93,0.0
2022-08-29 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.73,0.0
2022-08-29 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,18.79,0.0
2022-08-29 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.0,0.0
2022-08-29 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.18,0.54
2022-08-29 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.17,22.58
2022-08-29 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,19.08,45.23
